,epoch,model,weight sharing,auxiliary,train accuracy,train loss,test accuracy,test loss
0,0,LeNet5,True,True,0.628,98.47308588027954,0.644,4.2434306144714355
1,1,LeNet5,True,True,0.702,60.629504323005676,0.684,1.6902233362197876
2,2,LeNet5,True,True,0.757,35.198446393013,0.714,1.3029255867004395
3,3,LeNet5,True,True,0.757,25.195080518722534,0.725,1.6465036869049072
4,4,LeNet5,True,True,0.782,20.771373867988586,0.739,1.2976338863372803
5,5,LeNet5,True,True,0.808,17.492957711219788,0.771,1.0342588424682617
6,6,LeNet5,True,True,0.84,15.087990880012512,0.797,0.8831005096435547
7,7,LeNet5,True,True,0.863,15.387843489646912,0.809,0.8177865743637085
8,8,LeNet5,True,True,0.869,12.216671168804169,0.809,0.8023149371147156
9,9,LeNet5,True,True,0.867,10.605906665325165,0.822,0.8239692449569702
10,10,LeNet5,True,True,0.892,10.588150024414062,0.817,0.742585301399231
11,11,LeNet5,True,True,0.904,8.085332334041595,0.83,0.7446305751800537
12,12,LeNet5,True,True,0.918,7.143476784229279,0.821,0.7557233572006226
13,13,LeNet5,True,True,0.923,6.107064500451088,0.838,0.7502995729446411
14,14,LeNet5,True,True,0.939,6.004988670349121,0.841,0.7423932552337646
15,15,LeNet5,True,True,0.95,4.984696626663208,0.838,0.7678369283676147
16,16,LeNet5,True,True,0.785,31.659130908548832,0.766,2.4119467735290527
17,17,LeNet5,True,True,0.869,22.388290405273438,0.815,1.4482862949371338
18,18,LeNet5,True,True,0.916,11.229157358407974,0.847,0.7236741781234741
19,19,LeNet5,True,True,0.938,7.57852640748024,0.845,0.6978515386581421
20,20,LeNet5,True,True,0.939,5.901834189891815,0.855,0.7082142233848572
21,21,LeNet5,True,True,0.944,4.993801608681679,0.855,0.724557638168335
22,22,LeNet5,True,True,0.96,4.276925042271614,0.868,0.7251240015029907
23,23,LeNet5,True,True,0.959,3.4332787543535233,0.862,0.7521786689758301
24,24,LeNet5,True,True,0.956,3.0066743195056915,0.855,0.7778923511505127
25,25,LeNet5,True,True,0.965,2.617930069565773,0.867,0.8031095266342163
26,26,LeNet5,True,True,0.955,2.232148304581642,0.865,0.7827556133270264
27,27,LeNet5,True,True,0.967,2.1287108436226845,0.875,0.7773548364639282
28,28,LeNet5,True,True,0.982,1.6360465362668037,0.871,0.7963906526565552
29,29,LeNet5,True,True,0.984,1.58157417178154,0.878,0.8049769401550293
30,30,LeNet5,True,True,0.988,1.7153873685747385,0.883,0.7835794687271118
31,31,LeNet5,True,True,0.989,1.3223615661263466,0.87,0.8992846608161926
32,32,LeNet5,True,True,0.943,1.3895103316754103,0.841,2.1467370986938477
33,33,LeNet5,True,True,0.756,108.33028483390808,0.747,2.343682289123535
34,34,LeNet5,True,True,0.817,32.25408661365509,0.816,1.1020628213882446
35,35,LeNet5,True,True,0.848,19.757518589496613,0.795,1.1608645915985107
36,36,LeNet5,True,True,0.875,16.857495307922363,0.823,0.976908802986145
37,37,LeNet5,True,True,0.894,13.166864663362503,0.842,0.8298040628433228
38,38,LeNet5,True,True,0.905,10.441708505153656,0.833,0.833530068397522
39,39,LeNet5,True,True,0.926,9.002798676490784,0.878,0.7783053517341614
40,40,LeNet5,True,True,0.928,7.743345499038696,0.855,0.7501631379127502
41,41,LeNet5,True,True,0.939,7.037038236856461,0.874,0.7731211185455322
42,42,LeNet5,True,True,0.95,5.819961667060852,0.877,0.7614579200744629
43,43,LeNet5,True,True,0.944,5.443174481391907,0.871,0.7959570288658142
44,44,LeNet5,True,True,0.958,4.216023877263069,0.872,0.8006932735443115
45,45,LeNet5,True,True,0.96,3.4178917706012726,0.877,0.8265397548675537
46,46,LeNet5,True,True,0.951,3.1831497251987457,0.877,0.899229884147644
47,47,LeNet5,True,True,0.954,2.9925545901060104,0.897,0.9221594333648682
48,48,LeNet5,True,True,0.975,2.610690075904131,0.888,0.8798143863677979
49,49,LeNet5,True,True,0.981,2.6367415860295296,0.896,0.8463664054870605
50,50,LeNet5,True,True,0.979,2.0767585448920727,0.889,0.9048618078231812
51,51,LeNet5,True,True,0.976,2.0080047212541103,0.891,0.9379311203956604
52,52,LeNet5,True,True,0.686,87.87889767810702,0.697,3.977713108062744
53,53,LeNet5,True,True,0.834,52.61512327194214,0.792,1.764682650566101
54,54,LeNet5,True,True,0.865,24.95057064294815,0.822,1.6402864456176758
55,55,LeNet5,True,True,0.908,16.206864833831787,0.84,1.0871084928512573
56,56,LeNet5,True,True,0.925,12.052531599998474,0.845,0.9634323120117188
57,57,LeNet5,True,True,0.941,9.694679588079453,0.869,0.861131489276886
58,58,LeNet5,True,True,0.934,8.010240212082863,0.87,0.8630135655403137
59,59,LeNet5,True,True,0.965,6.647159561514854,0.861,0.8207324743270874
60,60,LeNet5,True,True,0.96,5.708778500556946,0.872,0.8283830881118774
61,61,LeNet5,True,True,0.966,4.634515859186649,0.879,0.8315865993499756
62,62,LeNet5,True,True,0.973,3.8906199261546135,0.882,0.8463844060897827
63,63,LeNet5,True,True,0.981,3.1233078613877296,0.877,0.8642609119415283
64,64,LeNet5,True,True,0.978,2.5063036307692528,0.88,0.9138092994689941
65,65,LeNet5,True,True,0.985,2.0507951863110065,0.876,0.9506028890609741
66,66,LeNet5,True,True,0.988,1.9556254409253597,0.881,0.8793803453445435
67,67,LeNet5,True,True,0.988,1.595936130732298,0.884,0.9972862005233765
68,68,LeNet5,True,True,0.985,1.3831392005085945,0.874,1.0634114742279053
69,69,LeNet5,True,True,0.986,1.202355407178402,0.878,1.0530526638031006
70,70,LeNet5,True,True,0.992,1.2410435881465673,0.865,1.0895891189575195
71,71,LeNet5,True,True,0.989,0.9955757651478052,0.879,1.0344971418380737
72,72,LeNet5,True,True,0.992,0.7304180515930057,0.871,1.0731980800628662
73,73,LeNet5,True,True,0.992,0.6023584632202983,0.879,1.0796617269515991
74,74,LeNet5,True,True,0.996,0.6072336789220572,0.886,1.0930129289627075
75,0,LeNet5,True,True,0.507,96.84503507614136,0.494,3.403534412384033
76,1,LeNet5,True,True,0.615,63.10093569755554,0.559,1.9036961793899536
77,2,LeNet5,True,True,0.669,36.56246089935303,0.681,1.4611461162567139
78,3,LeNet5,True,True,0.752,27.315009772777557,0.751,1.1747125387191772
79,4,LeNet5,True,True,0.783,20.71700131893158,0.757,1.3019862174987793
80,5,LeNet5,True,True,0.814,17.71729850769043,0.784,0.9886419773101807
81,6,LeNet5,True,True,0.827,14.76600968837738,0.809,1.0083726644515991
82,7,LeNet5,True,True,0.806,12.976906955242157,0.789,2.4458699226379395
83,8,LeNet5,True,True,0.864,15.086890429258347,0.823,0.8486593961715698
84,9,LeNet5,True,True,0.875,9.349962025880814,0.83,0.815467119216919
85,10,LeNet5,True,True,0.899,7.827509552240372,0.853,0.761311948299408
86,11,LeNet5,True,True,0.898,6.757602244615555,0.852,0.7326627969741821
87,12,LeNet5,True,True,0.9,6.90968419611454,0.84,0.9058616161346436
88,13,LeNet5,True,True,0.926,6.696571737527847,0.863,0.7494913339614868
89,14,LeNet5,True,True,0.929,5.2842294573783875,0.852,0.7359110116958618
90,15,LeNet5,True,True,0.952,4.631361573934555,0.869,0.7434009313583374
91,16,LeNet5,True,True,0.953,4.19364795088768,0.861,0.7562927007675171
92,17,LeNet5,True,True,0.944,3.7800176590681076,0.886,0.7777701616287231
93,18,LeNet5,True,True,0.959,3.193208582699299,0.862,0.7598668336868286
94,19,LeNet5,True,True,0.955,2.9755244702100754,0.87,0.8195589184761047
95,20,LeNet5,True,True,0.962,2.683564193546772,0.873,0.7974776029586792
96,21,LeNet5,True,True,0.972,2.2854671142995358,0.86,0.7963600754737854
97,22,LeNet5,True,True,0.969,2.3754198998212814,0.882,0.8333409428596497
98,23,LeNet5,True,True,0.974,2.1856481097638607,0.868,0.8896620273590088
99,24,LeNet5,True,True,0.985,1.8978997319936752,0.878,0.8664844632148743
100,25,LeNet5,True,True,0.985,1.4339763391762972,0.864,0.8452880382537842
101,26,LeNet5,True,True,0.58,51.43546846136451,0.555,5.220333576202393
102,27,LeNet5,True,True,0.741,82.82331156730652,0.716,3.173610210418701
103,28,LeNet5,True,True,0.815,41.29396331310272,0.792,1.4325847625732422
104,29,LeNet5,True,True,0.842,18.960152506828308,0.796,1.549560546875
105,30,LeNet5,True,True,0.892,13.194858372211456,0.836,1.0968914031982422
106,31,LeNet5,True,True,0.896,9.457392126321793,0.84,1.1203298568725586
107,32,LeNet5,True,True,0.93,7.61351951956749,0.84,0.9390738010406494
108,33,LeNet5,True,True,0.932,6.768529489636421,0.852,0.8787857294082642
109,34,LeNet5,True,True,0.937,5.1842354238033295,0.862,0.882766604423523
110,35,LeNet5,True,True,0.94,4.689284086227417,0.862,0.8667192459106445
111,36,LeNet5,True,True,0.925,4.2077023684978485,0.864,1.1314635276794434
112,37,LeNet5,True,True,0.957,3.1854801550507545,0.87,0.8461856842041016
113,38,LeNet5,True,True,0.964,3.0248959362506866,0.873,0.8543928861618042
114,39,LeNet5,True,True,0.948,2.725799337029457,0.857,1.0201911926269531
115,40,LeNet5,True,True,0.976,2.5330228358507156,0.872,0.8411669731140137
116,41,LeNet5,True,True,0.974,1.6321210004389286,0.878,0.9158674478530884
117,42,LeNet5,True,True,0.975,2.197476677596569,0.868,1.0088289976119995
118,43,LeNet5,True,True,0.975,1.8699700944125652,0.872,0.9301759600639343
119,44,LeNet5,True,True,0.983,1.2970925979316235,0.879,0.9539982080459595
120,45,LeNet5,True,True,0.985,1.2025530152022839,0.879,1.0241286754608154
121,46,LeNet5,True,True,0.992,0.9972585663199425,0.874,0.9879590272903442
122,47,LeNet5,True,True,0.992,1.001623349264264,0.872,1.001006007194519
123,48,LeNet5,True,True,0.993,0.8185316100716591,0.868,1.0211615562438965
124,49,LeNet5,True,True,0.995,0.9056073231622577,0.877,1.0395054817199707
125,50,LeNet5,True,True,0.993,0.5901813041418791,0.866,1.098464012145996
126,51,LeNet5,True,True,0.992,0.6787707954645157,0.874,1.106146216392517
127,52,LeNet5,True,True,0.982,0.7529064668342471,0.87,1.220302700996399
128,53,LeNet5,True,True,0.994,0.5581382364034653,0.875,1.0787173509597778
129,54,LeNet5,True,True,0.98,0.8313417574390769,0.873,1.3113688230514526
130,55,LeNet5,True,True,0.995,0.6136563559994102,0.874,1.161881923675537
131,56,LeNet5,True,True,0.997,0.5059671057388186,0.871,1.1461446285247803
132,57,LeNet5,True,True,0.993,0.3663572343066335,0.876,1.2546367645263672
133,58,LeNet5,True,True,0.997,0.359116000123322,0.869,1.2141053676605225
134,59,LeNet5,True,True,0.996,0.2830310291610658,0.882,1.2492778301239014
135,60,LeNet5,True,True,0.997,0.41930377297103405,0.865,1.2834217548370361
136,61,LeNet5,True,True,0.994,0.31453187111765146,0.866,1.2583091259002686
137,62,LeNet5,True,True,0.997,0.30902167060412467,0.878,1.2118299007415771
138,63,LeNet5,True,True,0.995,0.21632489119656384,0.881,1.308388590812683
139,64,LeNet5,True,True,0.997,0.19357088417746127,0.873,1.2683544158935547
140,65,LeNet5,True,True,0.993,0.4455918825697154,0.879,1.3493988513946533
141,66,LeNet5,True,True,0.997,0.19932348979637027,0.874,1.2695071697235107
142,67,LeNet5,True,True,0.998,0.2071945529896766,0.879,1.3187637329101562
143,68,LeNet5,True,True,1.0,0.14611060195602477,0.875,1.331070065498352
144,69,LeNet5,True,True,0.999,0.16703627223614603,0.87,1.3595733642578125
145,70,LeNet5,True,True,0.998,0.32148682209663093,0.879,1.316530704498291
146,71,LeNet5,True,True,0.999,0.20013828855007887,0.879,1.3277266025543213
147,72,LeNet5,True,True,1.0,0.12452487275004387,0.874,1.3686919212341309
148,73,LeNet5,True,True,0.994,0.16847088746726513,0.862,1.4234845638275146
149,74,LeNet5,True,True,0.999,0.24225007346831262,0.881,1.4131481647491455
150,0,LeNet5,True,True,0.539,93.23114776611328,0.545,4.9274187088012695
151,1,LeNet5,True,True,0.622,56.500641107559204,0.631,2.4970812797546387
152,2,LeNet5,True,True,0.728,37.24919295310974,0.766,1.3351221084594727
153,3,LeNet5,True,True,0.792,25.052368760108948,0.783,1.166463017463684
154,4,LeNet5,True,True,0.824,17.196429908275604,0.8,1.011174201965332
155,5,LeNet5,True,True,0.85,17.15980115532875,0.83,1.3949679136276245
