,epoch,model,weight sharing,auxiliary,train accuracy,train loss,test accuracy,test loss
0,0,DeepFCNet(4),True,"(1, 1)",0.482,143.79181909561157,0.488,5.2307658195495605
1,1,DeepFCNet(4),True,"(1, 1)",0.504,100.48208904266357,0.475,4.685945987701416
2,2,DeepFCNet(4),True,"(1, 1)",0.532,90.46158790588379,0.516,4.128129482269287
3,3,DeepFCNet(4),True,"(1, 1)",0.573,76.84132122993469,0.578,3.5841846466064453
4,4,DeepFCNet(4),True,"(1, 1)",0.625,67.58811330795288,0.641,3.1744327545166016
5,5,DeepFCNet(4),True,"(1, 1)",0.666,62.476643323898315,0.695,2.848846197128296
6,6,DeepFCNet(4),True,"(1, 1)",0.69,56.78676247596741,0.696,2.618624210357666
7,7,DeepFCNet(4),True,"(1, 1)",0.717,51.19764947891235,0.726,2.4601385593414307
8,8,DeepFCNet(4),True,"(1, 1)",0.751,47.82028651237488,0.718,2.2671375274658203
9,9,DeepFCNet(4),True,"(1, 1)",0.728,46.271764278411865,0.74,2.2704384326934814
10,10,DeepFCNet(4),True,"(1, 1)",0.732,42.04633128643036,0.756,2.188153028488159
11,11,DeepFCNet(4),True,"(1, 1)",0.746,40.32767713069916,0.744,2.0914039611816406
12,12,DeepFCNet(4),True,"(1, 1)",0.765,38.50950038433075,0.764,2.0644030570983887
13,13,DeepFCNet(4),True,"(1, 1)",0.774,37.3943327665329,0.758,1.8640468120574951
14,14,DeepFCNet(4),True,"(1, 1)",0.778,35.80450677871704,0.76,1.9746966361999512
15,15,DeepFCNet(4),True,"(1, 1)",0.785,35.67849016189575,0.773,1.791946530342102
16,16,DeepFCNet(4),True,"(1, 1)",0.771,33.43702411651611,0.788,1.8028407096862793
17,17,DeepFCNet(4),True,"(1, 1)",0.783,31.29715144634247,0.78,1.776415228843689
18,18,DeepFCNet(4),True,"(1, 1)",0.777,31.083185076713562,0.782,1.7370377779006958
19,19,DeepFCNet(4),True,"(1, 1)",0.807,29.66079819202423,0.799,1.6372989416122437
20,20,DeepFCNet(4),True,"(1, 1)",0.804,29.760732173919678,0.789,1.6402878761291504
21,21,DeepFCNet(4),True,"(1, 1)",0.8,28.894754767417908,0.803,1.661644458770752
22,22,DeepFCNet(4),True,"(1, 1)",0.818,27.582266688346863,0.774,1.6502888202667236
23,23,DeepFCNet(4),True,"(1, 1)",0.837,27.184160709381104,0.814,1.5767334699630737
24,24,DeepFCNet(4),True,"(1, 1)",0.81,25.481931805610657,0.812,1.5345442295074463
25,25,DeepFCNet(4),True,"(1, 1)",0.824,25.108712434768677,0.802,1.53074049949646
26,26,DeepFCNet(4),True,"(1, 1)",0.835,24.107176542282104,0.803,1.5490291118621826
27,27,DeepFCNet(4),True,"(1, 1)",0.82,23.475128710269928,0.812,1.5351674556732178
28,28,DeepFCNet(4),True,"(1, 1)",0.834,22.201457679271698,0.814,1.4846632480621338
29,29,DeepFCNet(4),True,"(1, 1)",0.825,22.038978099822998,0.822,1.5019049644470215
30,30,DeepFCNet(4),True,"(1, 1)",0.831,23.166122496128082,0.82,1.4650987386703491
31,31,DeepFCNet(4),True,"(1, 1)",0.843,21.87072992324829,0.799,1.5233551263809204
32,32,DeepFCNet(4),True,"(1, 1)",0.846,19.3648442029953,0.809,1.4763054847717285
33,33,DeepFCNet(4),True,"(1, 1)",0.848,19.41542112827301,0.815,1.431718111038208
34,34,DeepFCNet(4),True,"(1, 1)",0.848,18.346250295639038,0.843,1.42775297164917
35,35,DeepFCNet(4),True,"(1, 1)",0.849,20.097659468650818,0.831,1.5168299674987793
36,36,DeepFCNet(4),True,"(1, 1)",0.844,18.009205281734467,0.815,1.5023289918899536
37,37,DeepFCNet(4),True,"(1, 1)",0.847,19.314922332763672,0.851,1.556481122970581
38,38,DeepFCNet(4),True,"(1, 1)",0.87,18.532065510749817,0.839,1.5396320819854736
39,39,DeepFCNet(4),True,"(1, 1)",0.857,18.284647166728973,0.847,1.4826059341430664
40,40,DeepFCNet(4),True,"(1, 1)",0.861,17.018385648727417,0.834,1.3849873542785645
41,41,DeepFCNet(4),True,"(1, 1)",0.849,17.14473921060562,0.824,1.5035216808319092
42,42,DeepFCNet(4),True,"(1, 1)",0.865,17.774321913719177,0.837,1.3218401670455933
43,43,DeepFCNet(4),True,"(1, 1)",0.87,16.654046714305878,0.831,1.38706374168396
44,44,DeepFCNet(4),True,"(1, 1)",0.861,16.29250916838646,0.819,1.4083932638168335
45,45,DeepFCNet(4),True,"(1, 1)",0.865,15.473570346832275,0.842,1.3226077556610107
46,46,DeepFCNet(4),True,"(1, 1)",0.877,16.44495838880539,0.838,1.4624866247177124
47,47,DeepFCNet(4),True,"(1, 1)",0.885,15.315043449401855,0.843,1.3388030529022217
48,48,DeepFCNet(4),True,"(1, 1)",0.874,15.76412945985794,0.854,1.4915032386779785
49,49,DeepFCNet(4),True,"(1, 1)",0.871,14.0682732462883,0.853,1.454627513885498
50,50,DeepFCNet(4),True,"(1, 1)",0.886,13.592653453350067,0.834,1.2794861793518066
51,51,DeepFCNet(4),True,"(1, 1)",0.894,14.054029405117035,0.858,1.4631823301315308
52,52,DeepFCNet(4),True,"(1, 1)",0.862,13.860391080379486,0.813,1.4340795278549194
53,53,DeepFCNet(4),True,"(1, 1)",0.894,13.438773840665817,0.832,1.5249637365341187
54,54,DeepFCNet(4),True,"(1, 1)",0.902,13.725010991096497,0.855,1.5369682312011719
55,55,DeepFCNet(4),True,"(1, 1)",0.891,13.705897152423859,0.852,1.5956276655197144
56,56,DeepFCNet(4),True,"(1, 1)",0.884,12.189164757728577,0.853,1.5976823568344116
57,57,DeepFCNet(4),True,"(1, 1)",0.891,13.902120769023895,0.851,1.3760563135147095
58,58,DeepFCNet(4),True,"(1, 1)",0.875,12.695101082324982,0.833,1.4275355339050293
59,59,DeepFCNet(4),True,"(1, 1)",0.881,11.03583937883377,0.84,1.4004594087600708
60,60,DeepFCNet(4),True,"(1, 1)",0.904,12.766448110342026,0.859,1.3271173238754272
61,61,DeepFCNet(4),True,"(1, 1)",0.884,10.900057047605515,0.848,1.4597201347351074
62,62,DeepFCNet(4),True,"(1, 1)",0.895,13.120210528373718,0.859,1.315109133720398
63,63,DeepFCNet(4),True,"(1, 1)",0.901,11.63181260228157,0.838,1.346400260925293
64,64,DeepFCNet(4),True,"(1, 1)",0.902,12.95724806189537,0.846,1.461855411529541
65,65,DeepFCNet(4),True,"(1, 1)",0.884,11.417996764183044,0.85,1.4157522916793823
66,66,DeepFCNet(4),True,"(1, 1)",0.897,11.338521033525467,0.861,1.497437834739685
67,67,DeepFCNet(4),True,"(1, 1)",0.892,10.804662436246872,0.863,1.365280032157898
68,68,DeepFCNet(4),True,"(1, 1)",0.913,10.238907724618912,0.872,1.4285671710968018
69,69,DeepFCNet(4),True,"(1, 1)",0.904,10.697604954242706,0.857,1.4774150848388672
70,70,DeepFCNet(4),True,"(1, 1)",0.92,10.770782500505447,0.85,1.5133079290390015
71,71,DeepFCNet(4),True,"(1, 1)",0.908,10.592507004737854,0.866,1.444762110710144
72,72,DeepFCNet(4),True,"(1, 1)",0.906,10.484925597906113,0.855,1.4057986736297607
73,73,DeepFCNet(4),True,"(1, 1)",0.904,9.068359673023224,0.852,1.47244131565094
74,74,DeepFCNet(4),True,"(1, 1)",0.907,9.972102135419846,0.872,1.2392511367797852
75,0,DeepFCNet(4),True,"(1, 1)",0.519,147.74358081817627,0.496,5.244776248931885
76,1,DeepFCNet(4),True,"(1, 1)",0.572,99.99691820144653,0.545,4.635648250579834
77,2,DeepFCNet(4),True,"(1, 1)",0.572,88.90191555023193,0.537,4.221395015716553
78,3,DeepFCNet(4),True,"(1, 1)",0.615,76.35605835914612,0.608,3.571154832839966
79,4,DeepFCNet(4),True,"(1, 1)",0.662,67.16541695594788,0.631,3.188460350036621
80,5,DeepFCNet(4),True,"(1, 1)",0.699,58.12019753456116,0.668,2.8960697650909424
81,6,DeepFCNet(4),True,"(1, 1)",0.705,54.50965762138367,0.677,2.6710524559020996
82,7,DeepFCNet(4),True,"(1, 1)",0.712,49.58502769470215,0.685,2.4483237266540527
83,8,DeepFCNet(4),True,"(1, 1)",0.714,44.97853875160217,0.682,2.4502062797546387
84,9,DeepFCNet(4),True,"(1, 1)",0.746,43.222108006477356,0.719,2.3188016414642334
85,10,DeepFCNet(4),True,"(1, 1)",0.756,41.83796179294586,0.71,2.157212495803833
86,11,DeepFCNet(4),True,"(1, 1)",0.756,38.13733792304993,0.717,2.1463472843170166
87,12,DeepFCNet(4),True,"(1, 1)",0.769,36.25566864013672,0.726,2.1112499237060547
88,13,DeepFCNet(4),True,"(1, 1)",0.768,35.58950412273407,0.741,2.0226151943206787
89,14,DeepFCNet(4),True,"(1, 1)",0.764,31.99303913116455,0.719,1.9996521472930908
90,15,DeepFCNet(4),True,"(1, 1)",0.777,32.71182405948639,0.741,2.0713775157928467
91,16,DeepFCNet(4),True,"(1, 1)",0.777,30.68484652042389,0.748,1.8999099731445312
92,17,DeepFCNet(4),True,"(1, 1)",0.787,28.652034163475037,0.774,1.8866353034973145
93,18,DeepFCNet(4),True,"(1, 1)",0.804,28.892233967781067,0.759,1.8543893098831177
94,19,DeepFCNet(4),True,"(1, 1)",0.828,26.877370357513428,0.765,1.7626960277557373
95,20,DeepFCNet(4),True,"(1, 1)",0.807,25.14980185031891,0.777,1.7805659770965576
96,21,DeepFCNet(4),True,"(1, 1)",0.812,25.930504858493805,0.767,1.659806251525879
97,22,DeepFCNet(4),True,"(1, 1)",0.822,24.18728280067444,0.764,1.683070182800293
98,23,DeepFCNet(4),True,"(1, 1)",0.826,25.71038293838501,0.765,1.7157484292984009
99,24,DeepFCNet(4),True,"(1, 1)",0.831,21.523280084133148,0.778,1.7565408945083618
100,25,DeepFCNet(4),True,"(1, 1)",0.847,23.449128687381744,0.78,1.727267861366272
101,26,DeepFCNet(4),True,"(1, 1)",0.84,22.861771047115326,0.786,1.6856777667999268
102,27,DeepFCNet(4),True,"(1, 1)",0.842,20.4029483795166,0.784,1.7036540508270264
103,28,DeepFCNet(4),True,"(1, 1)",0.848,21.97301697731018,0.795,1.6736972332000732
104,29,DeepFCNet(4),True,"(1, 1)",0.838,19.31331741809845,0.798,1.6938284635543823
105,30,DeepFCNet(4),True,"(1, 1)",0.839,20.188795566558838,0.802,1.701972246170044
106,31,DeepFCNet(4),True,"(1, 1)",0.826,19.5456063747406,0.783,1.6018896102905273
107,32,DeepFCNet(4),True,"(1, 1)",0.85,19.04732710123062,0.8,1.6419024467468262
108,33,DeepFCNet(4),True,"(1, 1)",0.852,16.77481907606125,0.781,1.7681951522827148
109,34,DeepFCNet(4),True,"(1, 1)",0.843,17.65100461244583,0.813,1.628708839416504
110,35,DeepFCNet(4),True,"(1, 1)",0.867,16.678871393203735,0.786,1.6043870449066162
111,36,DeepFCNet(4),True,"(1, 1)",0.847,16.531432688236237,0.801,1.7089968919754028
112,37,DeepFCNet(4),True,"(1, 1)",0.863,15.77220755815506,0.804,1.7146555185317993
113,38,DeepFCNet(4),True,"(1, 1)",0.864,15.023197948932648,0.824,1.6463608741760254
114,39,DeepFCNet(4),True,"(1, 1)",0.864,14.637938410043716,0.803,1.7337390184402466
115,40,DeepFCNet(4),True,"(1, 1)",0.869,15.695561289787292,0.82,1.6246871948242188
116,41,DeepFCNet(4),True,"(1, 1)",0.857,16.852460086345673,0.811,1.6147758960723877
117,42,DeepFCNet(4),True,"(1, 1)",0.867,16.07316792011261,0.808,1.6452666521072388
118,43,DeepFCNet(4),True,"(1, 1)",0.878,14.004591256380081,0.808,1.7342643737792969
119,44,DeepFCNet(4),True,"(1, 1)",0.883,14.095018476247787,0.815,1.7214561700820923
120,45,DeepFCNet(4),True,"(1, 1)",0.885,14.240392088890076,0.818,1.5875012874603271
121,46,DeepFCNet(4),True,"(1, 1)",0.879,13.873557448387146,0.821,1.725008487701416
122,47,DeepFCNet(4),True,"(1, 1)",0.887,13.705512702465057,0.821,1.6395952701568604
123,48,DeepFCNet(4),True,"(1, 1)",0.885,14.091178208589554,0.831,1.498321294784546
124,49,DeepFCNet(4),True,"(1, 1)",0.891,12.366244107484818,0.83,1.476311445236206
125,50,DeepFCNet(4),True,"(1, 1)",0.893,11.52650797367096,0.833,1.8182995319366455
126,51,DeepFCNet(4),True,"(1, 1)",0.892,11.283753722906113,0.817,1.6419994831085205
127,52,DeepFCNet(4),True,"(1, 1)",0.877,12.971470594406128,0.823,1.6369199752807617
128,53,DeepFCNet(4),True,"(1, 1)",0.896,11.78675091266632,0.817,1.5630632638931274
129,54,DeepFCNet(4),True,"(1, 1)",0.894,12.784234404563904,0.824,1.6588037014007568
130,55,DeepFCNet(4),True,"(1, 1)",0.891,10.550813972949982,0.836,1.530458927154541
131,56,DeepFCNet(4),True,"(1, 1)",0.906,12.0653615295887,0.837,1.7399481534957886
132,57,DeepFCNet(4),True,"(1, 1)",0.9,10.926094800233841,0.843,1.820041537284851
133,58,DeepFCNet(4),True,"(1, 1)",0.895,11.395443141460419,0.841,1.6829105615615845
134,59,DeepFCNet(4),True,"(1, 1)",0.902,10.62389087677002,0.836,1.7239890098571777
135,60,DeepFCNet(4),True,"(1, 1)",0.908,11.409538239240646,0.839,1.7722816467285156
136,61,DeepFCNet(4),True,"(1, 1)",0.904,10.150725036859512,0.845,1.7038978338241577
137,62,DeepFCNet(4),True,"(1, 1)",0.896,10.723159402608871,0.843,1.6622669696807861
138,63,DeepFCNet(4),True,"(1, 1)",0.911,10.609558939933777,0.84,1.7640094757080078
139,64,DeepFCNet(4),True,"(1, 1)",0.917,10.957420200109482,0.84,1.6861755847930908
140,65,DeepFCNet(4),True,"(1, 1)",0.906,8.966192692518234,0.846,1.6301891803741455
141,66,DeepFCNet(4),True,"(1, 1)",0.906,9.594599068164825,0.861,1.7470166683197021
142,67,DeepFCNet(4),True,"(1, 1)",0.916,10.152720123529434,0.843,1.7768625020980835
143,68,DeepFCNet(4),True,"(1, 1)",0.927,9.397044256329536,0.859,1.6047773361206055
144,69,DeepFCNet(4),True,"(1, 1)",0.925,9.12569810450077,0.851,1.7784425020217896
145,70,DeepFCNet(4),True,"(1, 1)",0.909,9.739546686410904,0.846,1.738698124885559
146,71,DeepFCNet(4),True,"(1, 1)",0.925,8.849989026784897,0.854,1.7701691389083862
147,72,DeepFCNet(4),True,"(1, 1)",0.925,9.276971757411957,0.841,1.7488503456115723
148,73,DeepFCNet(4),True,"(1, 1)",0.908,9.24193349480629,0.848,1.6580828428268433
