,epoch,model,weight sharing,auxiliary,train accuracy,train loss,test accuracy,test loss
0,0,ResNet,True,True,0.495,334.1768684387207,0.484,4.5452704429626465
1,1,ResNet,True,True,0.576,82.48376727104187,0.525,3.839008331298828
2,2,ResNet,True,True,0.507,63.4361412525177,0.525,2.9060168266296387
3,3,ResNet,True,True,0.562,54.85755777359009,0.535,2.1763691902160645
4,4,ResNet,True,True,0.607,41.17422688007355,0.597,1.6857573986053467
5,5,ResNet,True,True,0.696,34.02232778072357,0.675,1.327449083328247
6,6,ResNet,True,True,0.702,31.636226654052734,0.709,1.2441728115081787
7,7,ResNet,True,True,0.754,23.417885184288025,0.767,0.9654579162597656
8,8,ResNet,True,True,0.792,20.609182357788086,0.795,0.8890576958656311
9,9,ResNet,True,True,0.811,16.604830503463745,0.813,0.7658321857452393
10,10,ResNet,True,True,0.846,17.312327980995178,0.831,0.8254485726356506
11,11,ResNet,True,True,0.879,14.992938429117203,0.859,0.6287745833396912
12,12,ResNet,True,True,0.867,18.20663556456566,0.838,0.7341706156730652
13,13,ResNet,True,True,0.541,584.8242550194263,0.554,672.05322265625
14,14,ResNet,True,True,0.502,985.8261253833771,0.5,4.755585193634033
15,15,ResNet,True,True,0.53,68.70912170410156,0.569,4.076298713684082
16,16,ResNet,True,True,0.644,44.394107699394226,0.617,2.3866004943847656
17,17,ResNet,True,True,0.704,38.53357243537903,0.703,1.5357086658477783
18,18,ResNet,True,True,0.743,26.33826619386673,0.739,1.7272919416427612
19,19,ResNet,True,True,0.807,21.489851117134094,0.792,1.0415127277374268
20,20,ResNet,True,True,0.816,19.220031917095184,0.821,0.8632538318634033
21,21,ResNet,True,True,0.836,17.893428087234497,0.816,0.8876309990882874
22,22,ResNet,True,True,0.84,14.403740286827087,0.845,0.8835487961769104
23,23,ResNet,True,True,0.819,13.183398634195328,0.818,1.216116189956665
24,24,ResNet,True,True,0.88,14.643104821443558,0.851,0.7649810314178467
25,25,ResNet,True,True,0.88,11.333379864692688,0.859,0.7801541090011597
26,26,ResNet,True,True,0.909,13.714456170797348,0.883,0.7107484340667725
27,27,ResNet,True,True,0.896,13.205094546079636,0.858,0.8306096792221069
28,28,ResNet,True,True,0.935,8.686724126338959,0.895,0.6266345977783203
29,29,ResNet,True,True,0.933,7.350624650716782,0.889,0.5982595682144165
30,30,ResNet,True,True,0.929,5.4944910407066345,0.891,0.6192770004272461
31,31,ResNet,True,True,0.496,535.9336216449738,0.52,73.03343963623047
32,32,ResNet,True,True,0.651,306.206255197525,0.637,1.587215781211853
33,33,ResNet,True,True,0.776,35.9643320441246,0.756,1.0327376127243042
34,34,ResNet,True,True,0.82,17.07594072818756,0.805,0.9589295983314514
35,35,ResNet,True,True,0.863,13.345549046993256,0.843,0.7752870321273804
36,36,ResNet,True,True,0.843,11.714641094207764,0.835,0.7839693427085876
37,37,ResNet,True,True,0.896,10.312651664018631,0.852,0.6514520645141602
38,38,ResNet,True,True,0.88,9.435906022787094,0.874,0.6517876386642456
39,39,ResNet,True,True,0.893,7.877946525812149,0.862,0.6555294394493103
40,40,ResNet,True,True,0.905,6.402543723583221,0.875,0.6058429479598999
41,41,ResNet,True,True,0.93,6.57198566198349,0.885,0.6187348365783691
42,42,ResNet,True,True,0.943,6.711095452308655,0.897,0.5504895448684692
43,43,ResNet,True,True,0.94,5.035721957683563,0.895,0.5733574628829956
44,44,ResNet,True,True,0.703,15.040853932499886,0.709,4.281968593597412
45,45,ResNet,True,True,0.926,11.304130613803864,0.896,0.5687277317047119
46,46,ResNet,True,True,0.952,5.402728483080864,0.897,0.5487732887268066
47,47,ResNet,True,True,0.956,5.10606275498867,0.905,0.6103917360305786
48,48,ResNet,True,True,0.972,3.864378072321415,0.929,0.48526525497436523
49,49,ResNet,True,True,0.963,3.12435469776392,0.909,0.5320975184440613
50,50,ResNet,True,True,0.969,2.555420972406864,0.914,0.5120046734809875
51,51,ResNet,True,True,0.974,3.948127508163452,0.915,0.5433597564697266
52,52,ResNet,True,True,0.971,2.423961702734232,0.919,0.5626041889190674
53,53,ResNet,True,True,0.983,1.9190343953669071,0.929,0.49917277693748474
54,54,ResNet,True,True,0.954,2.0162786543369293,0.912,0.6626551747322083
55,55,ResNet,True,True,0.98,2.1921834647655487,0.924,0.514732837677002
56,56,ResNet,True,True,0.97,1.4583221934735775,0.914,0.5234960317611694
57,57,ResNet,True,True,0.981,1.9723176322877407,0.926,0.52436363697052
58,58,ResNet,True,True,0.981,1.4213498029857874,0.922,0.5414089560508728
59,59,ResNet,True,True,0.985,1.1147492192685604,0.919,0.5311476588249207
60,60,ResNet,True,True,0.975,2.1921553388237953,0.918,0.5460020303726196
61,61,ResNet,True,True,0.797,58.85222505405545,0.814,1.310738444328308
62,62,ResNet,True,True,0.875,24.143049716949463,0.865,0.8893457651138306
63,63,ResNet,True,True,0.886,16.919675052165985,0.87,0.7960811257362366
